Term,Major,Concentration,Total,Male,Female,Neutral
120061,Art and Design ,Industrial Design ,6,5,1,0
120061,Art and Design ,Metals ,6,2,4,0
120061,Art and Design ,Painting ,10,6,4,0
120061,Art and Design ,Photography ,5,3,2,0
120061,Art and Design ,Sculpture ,6,3,3,0
120061,Architecture ,Architecture - 1yr ,1,1,0,0
120061,Architecture ,Architecture - 2 Yr ,138,78,60,0
120061,Architecture ,Architecture Track 3 ,39,20,18,1
120061,Theatre ,Professional Studio in Acting ,41,17,24,0
120061,Theatre ,Design and Technology ,17,9,8,0
120061,Theatre ,Costume Design &Constrctn ,3,0,3,0
120061,Theatre ,Scene Design ,3,2,1,0
120061,Theatre ,Stage Management ,8,4,4,0
120061,Theatre ,Theatre Studies ,26,9,17,0
120061,Theatre ,Theatre Technology & Lighting ,16,12,4,0
120061,Theatre ,Acting ,22,11,11,0
120061,Theatre ,Design and Technology ,31,15,16,0
120061,Theatre ,Acting ,10,6,4,0
120061,Mathematics ,Applied Mathematics ,6,6,0,0
120061,Mathematics ,Applied Mathematics ,2,2,0,0
120061,Mathematics ,Graduate Preparation ,9,7,2,0
120061,Mathematics ,Mathematics Teaching Option ,59,22,37,0
120061,Mathematics ,Mathematics Teaching Option ,1,0,1,0
120061,Applied Mathematics ,Actuarial Science ,21,8,13,0
120061,Biology ,Ecology & Evolutionary Biology ,2,1,1,0
120061,Biology ,"Ecology, Ethology, Evolution ",6,3,3,0
120061,Biology ,Ecology & Evolutionary Biology ,28,15,13,0
120061,Biology ,Physiol & Molec Plant Biology ,17,9,8,0
120061,Biology ,Biology-Honors ,16,6,10,0
120061,Biology ,Biology-Honors ,7,4,3,0
120061,Biology ,Biology Teacher Educ Option ,9,6,3,0
120061,Economics ,Policy Economics ,72,59,13,0
120061,Chemistry ,Chemistry Teaching Option ,11,5,6,0
120061,History ,Teaching of Social Studies ,74,33,41,0
120061,Speech Communication ,Interpretation ,1,1,0,0
120061,Religious Studies ,Islam ,1,1,0,0
120061,Religious Studies ,Philosophy of Religion ,1,1,0,0
120061,Religious Studies ,Religion and Culture ,5,2,3,0
120061,Religious Studies ,Asian Religions ,1,0,1,0
120061,English ,English Teaching Option ,88,14,74,0
120061,English ,English Teaching Option ,3,1,2,0
120061,Rhetoric ,Creative Writing ,50,27,23,0
120061,Rhetoric ,Creative Writing ,5,3,2,0
120061,Rhetoric ,Professional Writing ,17,7,10,0
120061,Classics ,Latin ,1,1,0,0
120061,Classics ,Classical Archaeology ,4,1,3,0
120061,Classics ,Classical Civilization ,7,2,5,0
120061,International Studies ,"Policy, Intl Trade, & Dvlpmt ",1,0,1,0
120061,Interdisciplinary ,American Civilization ,3,1,2,0
120061,Interdisciplinary ,American Civilization ,1,0,1,0
120061,Interdisciplinary ,Cinema Studies ,24,18,6,0
120061,Interdisciplinary ,Cinema Studies ,4,3,1,0
120061,Interdisciplinary ,Gender and Women's Studies ,8,0,8,0
120061,Physics ,Physics Teaching Option ,6,3,3,0
120061,Statistics ,Economic Statistics ,1,1,0,0
120061,Statistics ,Applied ,2,1,1,0
120061,Geology ,Geophysics ,2,2,0,0
120061,Geology ,Environmental Geology ,1,0,1,0
120061,Geology ,Teaching of Earth Science ,5,1,4,0
120061,Geology ,Earth & Environmental Sciences ,9,7,2,0
120061,Comparative Literature ,World Literature ,4,0,4,0
120061,Geography ,Human Geography ,2,1,1,0
120061,Geography ,Geographic Information Science ,3,3,0,0
120061,Germanic Lang & Lit ,German and Commercial Studies ,4,4,0,0
120061,Germanic Lang & Lit ,Language Studies ,1,0,1,0
120061,Germanic Lang & Lit ,Modern German Studies ,3,1,2,0
120061,French ,French Commercial Studies ,11,4,7,0
120061,French ,French Studies ,9,2,7,0
120061,Kinesiology ,Athletic Training ,53,14,39,0
120061,Kinesiology ,Teacher Education K-12 ,43,25,18,0
120061,Speech & Hearing Science ,Human Communication Science ,6,0,6,0
120061,Speech & Hearing Science ,Audiology ,21,2,19,0
120061,Speech & Hearing Science ,Speech-Language Pathology ,160,1,159,0
120061,Leisure Studies ,Recreation Management ,34,15,19,0
120061,Leisure Studies ,Tourism Management ,38,8,30,0
120061,Leisure Studies ,Park & Natural Resource Mgmt ,1,1,0,0
120061,Leisure Studies ,Sports Management ,145,114,31,0
120061,"Recreation, Sport, and Tourism ",Recreation Management ,14,6,8,0
120061,"Recreation, Sport, and Tourism ",Tourism Management ,9,2,7,0
120061,"Recreation, Sport, and Tourism ",Sports Management ,52,33,18,1
120061,Community Health ,Health Education ,103,11,92,0
120061,Community Health ,Health Planning & Admin ,206,50,156,0
120061,Community Health ,Rehab & Disability Studies ,35,3,32,0
120061,Library & Information Science ,Library & Info Sci - MS/F ,1,0,1,0
120061,Library & Information Science ,Library & Info Sci - Media ,15,2,13,0
120071,"Agribusiness, Farm & Financial ",Agri-Accounting ,43,28,15,0
120071,"Agribusiness, Farm & Financial ",Agri-Finance ,38,29,9,0
120071,"Agribusiness, Farm & Financial ",Farm Management ,22,22,0,0
120071,"Agribusiness, Farm & Financial ",Agribusiness Markets & Mgmt ,65,50,14,1
120071,"Intl, Resource, Consumer Econ ",Consumer Economics & Finance ,54,32,22,0
120071,"Intl, Resource, Consumer Econ ",Env & Natural Resource Mgmt ,9,3,6,0
120071,"Intl, Resource, Consumer Econ ","Policy, Intl Trade, & Dvlpmt ",30,15,15,0
120071,Agr & Consumer Economics ,Agri-Accounting ,37,21,16,0
120071,Agr & Consumer Economics ,Agri-Finance ,59,38,21,0
120071,Agr & Consumer Economics ,Farm Management ,15,13,2,0
120071,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,79,46,33,0
120071,Agr & Consumer Economics ,Consumer Economics & Finance ,77,49,28,0
120071,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,19,11,8,0
120071,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",27,13,14,0
120071,Agr & Consumer Economics ,Public Policy and Law ,1,1,0,0
120071,Animal Sciences ,Animal Business Mgt and Ind ,21,16,5,0
120071,Animal Sciences ,"Companion,Rec,Lab An Sci ",109,16,93,0
120071,Animal Sciences ,Food Animal Science ,33,14,19,0
120071,Animal Sciences ,"Science, Biotech & Pre-VetMed ",330,86,243,1
120071,Food Science & Human Nutrition ,Food Science ,53,13,40,0
120071,Food Science & Human Nutrition ,Food Industry and Business ,34,12,22,0
120071,Food Science & Human Nutrition ,Human Nutrition ,84,20,64,0
120071,Food Science & Human Nutrition ,Dietetics ,91,3,88,0
120071,Food Science & Human Nutrition ,Hospitality Management ,85,32,53,0
120071,Technical Systems Management ,"Mech, Mrktg & Tech Mgt Sys ",1,0,1,0
120071,Agr & Environmental Cmc & Educ ,Agricultural Communications ,24,6,18,0
120071,Agr & Environmental Cmc & Educ ,Environ Educ & Communications ,2,0,2,0
120071,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,7,1,6,0
120071,Agr & Environmental Cmc & Educ ,Agricultural Education ,24,9,15,0
120071,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",38,7,31,0
120071,Human Development & Family St ,Child and Adolescent Dev ,143,8,135,0
120071,Human Development & Family St ,Family Studies ,76,12,64,0
120071,Crop Sciences ,Agroecology ,3,2,1,0
120071,Crop Sciences ,Plant Protection ,1,1,0,0
120071,Crop Sciences ,Crops ,16,14,2,0
120071,Crop Sciences ,Crop Agribusiness ,28,25,3,0
120071,Crop Sciences ,Plant Biotech & Molecular Bio ,29,17,12,0
120071,Crop Sciences ,Biological Sciences ,20,11,9,0
120071,Natural Resrcs & Environ Sci ,Biological Sciences ,2,2,0,0
120071,Natural Resrcs & Environ Sci ,Social Science ,1,1,0,0
120071,Natural Resrcs & Environ Sci ,Environmental Soil & Water Sci ,1,0,1,0
120071,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,78,56,22,0
120071,Natural Resrcs & Environ Sci ,Forest Science ,14,10,4,0
120071,Natural Resrcs & Environ Sci ,Human Dimensions ,42,14,28,0
120071,Natural Resrcs & Environ Sci ,Resource Ecology ,52,30,22,0
120071,Natural Resrcs & Environ Sci ,Soil and Water Science ,9,4,5,0
120071,Horticulture ,Horticulture Science ,4,4,0,0
120071,Horticulture ,Production and Management ,59,36,23,0
120071,Horticulture ,Urban Forestry ,3,2,1,0
120071,Business Administration (MBA) ,MBA ,20,14,6,0
120071,Finance ,International Program ,118,73,45,0
120071,Accountancy ,Accountancy (BS/Master Prg) ,221,120,101,0
120071,Accountancy ,Tax ,51,26,25,0
120071,Accountancy ,Tax ,22,8,13,1
120071,Accountancy ,International Program ,80,32,48,0
120071,Accountancy ,Accountancy Postb ,38,28,10,0
120071,Business Administration ,Marketing ,333,115,218,0
120071,Business Administration ,Organizational Administration ,74,29,45,0
120071,Business Administration ,Production ,1,1,0,0
120071,Business Administration ,Management Science ,20,17,3,0
120071,Business Administration ,Industrial Distribution Mgt ,21,18,3,0
120071,Business Administration ,Management Info Systems ,52,38,14,0
120071,Business Administration ,Entrepreneurship ,77,53,24,0
120071,Business Administration ,Technology Mangement ,48,41,7,0
120071,Business Administration (MBA) ,Executive Program ,89,74,15,0
120071,Early Childhood Education ,ECh: Anthropology ,1,0,1,0
120071,Early Childhood Education ,ECh: Earth Science ,1,0,1,0
120071,Early Childhood Education ,ECh: History ,4,0,4,0
120071,Early Childhood Education ,ECh: Language arts ,13,0,13,0
120071,Early Childhood Education ,ECh: Mathematics ,2,0,2,0
120071,Early Childhood Education ,ECh: Psychology ,13,0,13,0
120071,Early Childhood Education ,ECh: Sociology ,4,0,4,0
120071,Early Childhood Education ,ECh: French ,1,0,1,0
120071,Early Childhood Education ,ECh: Spanish ,11,0,11,0
120071,Elementary Education ,EIEd: Anthropology ,1,0,1,0
120071,Elementary Education ,EIEd: Art ,2,0,2,0
120071,Elementary Education ,EIEd: Biology ,1,0,1,0
120071,Elementary Education ,EIEd: Earth Science ,3,0,3,0
120071,Elementary Education ,EIEd: Economics ,1,1,0,0
120071,Elementary Education ,EIEd: History ,16,1,15,0
120071,Elementary Education ,EIEd: Language Arts ,50,0,50,0
120071,Elementary Education ,EIEd: Mathematics ,104,9,95,0
120071,Elementary Education ,EIEd: Music ,1,0,1,0
120071,Elementary Education ,EIEd: Political Science ,1,0,1,0
120071,Elementary Education ,ElEd: Psychology ,36,4,32,0
120071,Elementary Education ,ElEd: Sociology ,14,0,14,0
120071,Elementary Education ,EIEd: French ,6,0,6,0
120071,Elementary Education ,EIEd: Italian ,1,0,1,0
120071,Elementary Education ,EIEd: Spanish ,54,2,52,0
120071,Elementary Education ,Elementary Ed - Cert ,9,1,8,0
120071,Secondary & Continuing Educ ,English Certification ,4,1,3,0
120071,Secondary & Continuing Educ ,Social Studies Certification ,5,4,1,0
120071,Secondary & Continuing Educ ,Sciences Certification ,12,4,8,0
120071,Secondary & Continuing Educ ,Mathematics Certification ,6,1,5,0
120071,Early Childhood Education ,Teacher Certification ,1,0,1,0
120071,Industrial Engineering ,BS/MS Industrial Engineering ,1,1,0,0
120071,Computer Science ,CS:BS/MS Program ,3,3,0,0
120071,Computer Science ,CS:BS/MS Program ,5,5,0,0
120071,Bioinformatics ,Computer Science ,3,1,2,0
120071,Mechanical Engineering ,BS/MS Mechanical Engineering ,2,2,0,0
120071,Mechanical Engineering ,BS/MS Mechanical Engineering ,14,12,2,0
120071,Music Education ,Choral Music ,55,22,33,0
120071,Music Education ,Instrumental Music ,140,71,68,1
120071,Music Education ,Elementary General Music ,5,0,5,0
120071,Crafts ,Ceramics ,4,1,3,0
120071,Crafts ,Glass ,2,0,2,0
120071,Crafts ,Metals ,14,3,11,0
120071,Art and Design ,Graphic Design ,1,1,0,0
120071,Art and Design ,Industrial Design ,4,1,3,0
120071,Art and Design ,Metals ,6,2,4,0
120071,Art and Design ,Painting ,8,4,4,0
120071,Art and Design ,Photography ,5,4,1,0
120071,Art and Design ,Sculpture ,6,4,2,0
120071,Architecture ,Architecture - 1yr ,6,5,1,0
120071,Architecture ,Architecture - 2 Yr ,154,93,61,0
120071,Architecture ,Architecture Track 3 ,42,25,17,0
120071,Theatre ,Professional Studio in Acting ,21,11,10,0
120071,Theatre ,Costume Design &Constrctn ,2,0,2,0
120071,Theatre ,Scene Design ,3,2,1,0
120071,Theatre ,Stage Management ,7,3,4,0
120071,Theatre ,Theatre Studies ,21,4,17,0
120071,Theatre ,Theatre Technology & Lighting ,9,6,3,0
120071,Theatre ,Acting ,18,9,9,0
120071,Theatre ,Costume Design and Technology ,1,0,1,0
120071,Theatre ,Scenic Technology ,3,3,0,0
120071,Theatre ,Lighting Design ,3,3,0,0
120071,Theatre ,Scenic Design ,5,1,4,0
120071,Theatre ,Design and Technology ,32,14,18,0
120071,Theatre ,Acting ,10,6,4,0
120071,Theatre ,Theatre Foundations ,28,16,12,0
120071,Mathematics ,Operations Research ,1,0,1,0
120071,Mathematics ,Operations Research ,1,1,0,0
120071,Mathematics ,Applied Mathematics ,7,6,1,0
120071,Mathematics ,Applied Mathematics ,1,1,0,0
120071,Mathematics ,Graduate Preparation ,3,2,1,0
120071,Mathematics ,Mathematics Teaching Option ,54,22,32,0
120071,Mathematics ,Mathematics Teaching Option ,2,0,2,0
120071,Applied Mathematics ,Actuarial Science ,9,4,5,0
120071,Integrative Biology ,Honors Integrative Biology ,15,8,7,0
120071,Biology ,Ecology & Evolutionary Biology ,1,1,0,0
120071,Biology ,"Ecology, Ethology, Evolution ",8,3,5,0
120071,Biology ,Ecology & Evolutionary Biology ,28,12,16,0
120071,Biology ,Physiol & Molec Plant Biology ,16,7,9,0
120071,Biology ,Biology-Honors ,2,1,1,0
120071,Biology ,Biology Teacher Educ Option ,19,5,14,0
120071,Economics ,Policy Economics ,77,62,15,0
120071,Chemistry ,Chemistry Teaching Option ,8,4,4,0
120071,History ,Teaching of Social Studies ,86,43,43,0
120071,Religious Studies ,Religion and Culture ,4,3,1,0
120071,English ,English Teaching Option ,86,12,74,0
120071,English ,English Teaching Option ,2,0,2,0
120071,Rhetoric ,Creative Writing ,57,26,31,0
120071,Rhetoric ,Creative Writing ,2,1,1,0
120071,Rhetoric ,Professional Writing ,6,2,4,0
120071,Classics ,Latin ,3,1,2,0
120071,Classics ,Classical Civilization ,11,6,5,0
120071,Interdisciplinary ,Cinema Studies ,19,14,5,0
120071,Interdisciplinary ,Cinema Studies ,1,1,0,0
120071,Interdisciplinary ,Gender and Women's Studies ,9,0,9,0
120071,Interdisciplinary ,Gender and Women's Studies ,2,0,2,0
120071,Physics ,Physics Teaching Option ,5,3,2,0
120071,Geology ,Environmental Geology ,2,0,2,0
120071,Geology ,Teaching of Earth Science ,3,1,2,0
120071,Geology ,Earth & Environmental Sciences ,5,4,1,0
120071,Chemical Engineering ,Biomolecular Engineering ,1,0,1,0
120071,Comparative Literature ,World Literature ,3,0,3,0
120071,Comparative Literature ,World Literature ,1,0,1,0
120071,Geography ,Human Geography ,2,1,1,0
120071,Geography ,Geographic Information Science ,3,3,0,0
120071,Germanic Lang & Lit ,German and Commercial Studies ,5,5,0,0
120071,Germanic Lang & Lit ,Language Studies ,2,1,1,0
120071,Germanic Lang & Lit ,Modern German Studies ,3,2,1,0
120071,French ,French Commercial Studies ,9,3,6,0
120071,French ,French Commercial Studies ,1,0,1,0
120071,French ,French Studies ,9,2,7,0
120071,French ,French Studies ,1,1,0,0
120071,Community Health ,Health Education ,121,17,104,0
120071,Community Health ,Health Planning & Admin ,213,55,157,1
120071,Community Health ,Rehab & Disability Studies ,40,4,36,0
120071,Kinesiology ,Athletic Training ,38,11,27,0
120071,Kinesiology ,Teacher Education K-12 ,38,17,21,0
120071,Speech & Hearing Science ,Human Communication Science ,2,0,2,0
120071,Speech & Hearing Science ,Audiology ,16,2,14,0
120071,Speech & Hearing Science ,Speech-Language Pathology ,193,5,187,1
120071,Leisure Studies ,Recreation Management ,18,10,8,0
120071,Leisure Studies ,Tourism Management ,16,6,10,0
120071,Leisure Studies ,Sports Management ,70,50,20,0
120071,"Recreation, Sport, and Tourism ",Recreation Management ,51,28,23,0
120071,"Recreation, Sport, and Tourism ",Tourism Management ,47,10,37,0
120071,"Recreation, Sport, and Tourism ",Sports Management ,140,111,28,1
120071,Library & Information Science ,Library & Info Sci - MS/F ,3,0,3,0
120071,Library & Information Science ,Library & Info Sci - Media ,9,1,8,0
120081,"Agribusiness, Farm & Financial ",Agri-Accounting ,24,16,8,0
120081,"Agribusiness, Farm & Financial ",Agri-Finance ,12,10,2,0
120081,"Agribusiness, Farm & Financial ",Farm Management ,10,10,0,0
120081,"Agribusiness, Farm & Financial ",Agribusiness Markets & Mgmt ,33,25,7,1
120081,"Intl, Resource, Consumer Econ ",Consumer Economics & Finance ,21,13,8,0
120081,"Intl, Resource, Consumer Econ ",Env & Natural Resource Mgmt ,7,2,5,0
120081,"Intl, Resource, Consumer Econ ","Policy, Intl Trade, & Dvlpmt ",18,11,7,0
120081,Agr & Consumer Economics ,Agri-Accounting ,56,34,22,0
120081,Agr & Consumer Economics ,Agri-Finance ,98,68,30,0
120081,Agr & Consumer Economics ,Farm Management ,23,21,2,0
120081,Agr & Consumer Economics ,Agribusiness Markets & Mgmt ,142,93,49,0
120081,Agr & Consumer Economics ,Consumer Economics & Finance ,124,85,39,0
120081,Agr & Consumer Economics ,Envirnmntal Economics & Policy ,19,14,5,0
120081,Agr & Consumer Economics ,Individually Planned Curricula ,1,1,0,0
120081,Agr & Consumer Economics ,"Policy, Intl Trade, & Dvlpmt ",35,22,13,0
120081,Agr & Consumer Economics ,Public Policy and Law ,19,13,6,0
120081,Animal Sciences ,Animal Business Mgt and Ind ,17,11,6,0
120081,Animal Sciences ,"Companion,Rec,Lab An Sci ",96,13,83,0
120081,Animal Sciences ,Food Animal Science ,33,18,15,0
120081,Animal Sciences ,"Science, Biotech & Pre-VetMed ",364,80,283,1
120081,Bioinformatics ,Animal Science ,1,0,1,0
120081,Food Science & Human Nutrition ,Food Science ,67,22,45,0
120081,Food Science & Human Nutrition ,Food Industry and Business ,34,13,21,0
120081,Food Science & Human Nutrition ,Human Nutrition ,93,26,67,0
120081,Food Science & Human Nutrition ,Dietetics ,78,3,75,0
120081,Food Science & Human Nutrition ,Hospitality Management ,79,21,58,0
120081,Agr & Environmental Cmc & Educ ,Agricultural Communications ,7,1,6,0
120081,Agr & Environmental Cmc & Educ ,Agricultural Leadership ,6,0,6,0
120081,Agr & Environmental Cmc & Educ ,Agricultural Education ,21,8,13,0
120081,Agr & Environmental Cmc & Educ ,"Agr, Cons, Env Sci Communictn ",48,10,38,0
120081,Human Development & Family St ,Child and Adolescent Dev ,129,5,124,0
120081,Human Development & Family St ,Family Studies ,66,6,60,0
120081,Crop Sciences ,Agroecology ,3,2,1,0
120081,Crop Sciences ,Crops ,17,15,2,0
120081,Crop Sciences ,Crop Agribusiness ,21,19,2,0
120081,Crop Sciences ,Plant Biotech & Molecular Bio ,25,14,11,0
120081,Crop Sciences ,Biological Sciences ,12,6,6,0
120081,Natural Resrcs & Environ Sci ,Biological Sciences ,1,0,1,0
120081,Natural Resrcs & Environ Sci ,Fish and Wildlife Conservation ,73,40,32,1
120081,Natural Resrcs & Environ Sci ,Forest Science ,15,11,4,0
120081,Natural Resrcs & Environ Sci ,Human Dimensions ,35,9,26,0
120081,Natural Resrcs & Environ Sci ,Resource Ecology ,44,18,26,0
120081,Natural Resrcs & Environ Sci ,Soil and Water Science ,12,6,6,0
120081,Horticulture ,Horticulture Science ,3,1,2,0
120081,Horticulture ,Production and Management ,54,37,17,0
120081,Horticulture ,Urban Forestry ,2,1,1,0
120081,Business Administration (MBA) ,MBA ,106,78,28,0
120081,Finance ,International Program ,114,61,53,0
120081,Accountancy ,Accountancy (BS/Master Prg) ,214,115,98,1
120081,Accountancy ,Tax ,1,1,0,0
120081,Accountancy ,Tax ,16,8,5,3
120081,Accountancy ,International Program ,70,28,42,0
120081,Accountancy ,Accountancy Postb ,28,17,11,0
120081,Business Administration ,Marketing ,190,67,123,0
120081,Business Administration ,Organizational Administration ,56,21,35,0
120081,Business Administration ,Production ,1,1,0,0
120081,Business Administration ,Management Science ,12,9,3,0
120081,Business Administration ,Management Info Systems ,30,21,9,0
120081,Business Administration ,Entrepreneurship ,45,30,15,0
120081,Business Administration ,Food and Agribusiness Mgt ,1,1,0,0
120081,Management ,Entrepreneurship ,6,3,3,0
120081,Management ,Entrepreneurship ,1,0,1,0
120081,Management ,International Business ,2,1,1,0
120081,Management ,International Business ,1,0,1,0
120081,Management ,General Management ,4,3,1,0
120081,Management ,General Management ,4,1,3,0
120081,Business Administration ,Technology Mangement ,48,37,11,0
120081,Business Administration (MBA) ,Executive Program ,104,85,19,0
120081,Early Childhood Education ,ECh: Anthropology ,1,0,1,0
120081,Early Childhood Education ,ECh: Dance ,1,0,1,0
120081,Early Childhood Education ,ECh: History ,4,0,4,0
120081,Early Childhood Education ,ECh: Language arts ,15,0,15,0
120081,Early Childhood Education ,ECh: Linguistics ,1,0,1,0
120081,Early Childhood Education ,ECh: Mathematics ,4,0,4,0
120081,Early Childhood Education ,ECh: Psychology ,10,0,9,1
120081,Early Childhood Education ,ECh: Sociology ,6,0,6,0
120081,Early Childhood Education ,ECh: French ,1,0,1,0
120081,Early Childhood Education ,ECh: Italian ,1,0,1,0
120081,Early Childhood Education ,ECh: Spanish ,16,0,16,0
120081,Elementary Education ,EIEd: Anthropology ,1,0,1,0
120081,Elementary Education ,EIEd: Art ,2,0,2,0
120081,Elementary Education ,EIEd: Biology ,1,1,0,0
120081,Elementary Education ,EIEd: Earth Science ,1,0,1,0
120081,Elementary Education ,EIEd: History ,15,2,13,0
120081,Elementary Education ,EIEd: Language Arts ,56,1,55,0
120081,Elementary Education ,EIEd: Mathematics ,77,7,70,0
120081,Elementary Education ,EIEd: Music ,1,0,1,0
120081,Elementary Education ,ElEd: Psychology ,36,3,33,0
120081,Elementary Education ,ElEd: Sociology ,10,1,9,0
120081,Elementary Education ,EIEd: Chinese ,1,0,1,0
120081,Elementary Education ,EIEd: French ,4,0,4,0
120081,Elementary Education ,EIEd: Italian ,1,0,1,0
120081,Elementary Education ,EIEd: Spanish ,51,2,49,0
120081,Elementary Education ,Elementary Ed - Cert ,10,0,10,0
120081,Secondary & Continuing Educ ,English Certification ,3,1,2,0
120081,Secondary & Continuing Educ ,Social Studies Certification ,4,3,1,0
120081,Secondary & Continuing Educ ,Sciences Certification ,8,4,4,0
120081,Secondary & Continuing Educ ,Mathematics Certification ,6,2,4,0
120081,Early Childhood Education ,Teacher Certification ,1,0,1,0
120081,Computer Science ,CS:BS/MS Program ,4,3,1,0
120081,Computer Science ,CS:BS/MS Program ,5,5,0,0
120081,Bioinformatics ,Computer Science ,3,2,1,0
120081,Mechanical Engineering ,BS/MS Mechanical Engineering ,12,11,1,0
120081,Mechanical Engineering ,BS/MS Mechanical Engineering ,14,13,1,0
120081,Materials Science & Engr ,BS/MS Materials Science & Eng ,1,1,0,0
120081,Music Education ,Choral Music ,57,27,30,0
120081,Music Education ,Instrumental Music ,140,72,68,0
120081,Music Education ,Elementary General Music ,8,2,6,0
120081,Crafts ,Ceramics ,8,2,6,0
120081,Crafts ,Metals ,11,2,9,0
120081,Art and Design ,Graphic Design ,1,0,1,0
120081,Art and Design ,Industrial Design ,6,2,4,0
120081,Art and Design ,Metals ,5,1,4,0
120081,Art and Design ,Painting ,9,5,4,0
120081,Art and Design ,Photography ,5,3,2,0
120081,Art and Design ,Sculpture ,6,4,2,0
120081,Architecture ,Architecture - 1yr ,3,1,2,0
120081,Architecture ,Architecture - 2 Yr ,150,96,54,0
120081,Architecture ,Architecture Track 3 ,38,21,17,0
120081,Theatre ,Professional Studio in Acting ,11,6,5,0
120081,Theatre ,Scene Design ,1,0,1,0
120081,Theatre ,Stage Management ,6,2,4,0
120081,Theatre ,Theatre Studies ,21,4,17,0
120081,Theatre ,Theatre Technology & Lighting ,3,3,0,0
120081,Theatre ,Acting ,39,19,20,0
120081,Theatre ,Scenic Technology ,3,3,0,0
120081,Theatre ,Lighting Design ,5,5,0,0
120081,Theatre ,Scenic Design ,5,1,4,0
120081,Theatre ,Design and Technology ,35,12,23,0
120081,Theatre ,Acting ,10,6,4,0
120081,Theatre ,Theatre Foundations ,23,9,14,0
120081,Anthropology ,Socioculturl & Linguistic Anth ,5,1,4,0
120081,Anthropology ,Socioculturl & Linguistic Anth ,1,0,1,0
120081,Mathematics ,Operations Research ,1,1,0,0
120081,Mathematics ,Operations Research ,1,1,0,0
120081,Mathematics ,Applied Mathematics ,8,4,4,0
120081,Mathematics ,Applied Mathematics ,1,1,0,0
120081,Mathematics ,Graduate Preparation ,3,2,1,0
120081,Mathematics ,Mathematics Teaching Option ,60,20,40,0
120081,Applied Mathematics ,Actuarial Science ,12,4,8,0
120081,"Earth Systems, Env, & Society ",Society and the Environment ,4,1,3,0
120081,Integrative Biology ,Honors Integrative Biology ,31,14,17,0
120081,Biology ,Ecology & Evolutionary Biology ,2,1,1,0
120081,Biology ,"Ecology, Ethology, Evolution ",14,7,7,0
120081,Biology ,Ecology & Evolutionary Biology ,16,7,9,0
120081,Biology ,Physiol & Molec Plant Biology ,15,8,7,0
120081,Biology ,Biology-Honors ,1,0,1,0
120081,Biology ,Biology Teacher Educ Option ,23,5,18,0
120081,Biology ,Biology Teacher Educ Option ,2,0,2,0
120081,Economics ,Policy Economics ,65,38,27,0
120081,Chemistry ,Environmental Chemistry ,1,0,1,0
120081,Chemistry ,Chemistry Teaching Option ,10,4,6,0
120081,Molecular and Cellular Biology ,Honors ,30,13,17,0
120081,History ,Teaching of Social Studies ,94,52,42,0
120081,History ,Teaching of Social Studies ,1,0,1,0
120081,Religious Studies ,Christianity ,6,3,3,0
120081,Religious Studies ,Islam ,3,2,1,0
120081,Religious Studies ,Judaica ,1,1,0,0
120081,Religious Studies ,Philosophy of Religion ,1,1,0,0
120081,Religious Studies ,Philosophy of Religion ,1,1,0,0
120081,Religious Studies ,Religion and Culture ,1,1,0,0
120081,Religious Studies ,Asian Religions ,1,0,1,0
120081,English ,English Teaching Option ,89,19,70,0
120081,English ,English Teaching Option ,1,1,0,0
120081,Rhetoric ,Creative Writing ,96,42,54,0
120081,Rhetoric ,Creative Writing ,1,0,1,0
120081,Classics ,Greek ,1,0,1,0
120081,Classics ,Latin ,5,2,3,0
120081,Classics ,Classical Archaeology ,1,1,0,0
120081,Classics ,Classical Civilization ,13,6,7,0
120081,Classics ,Classical Civilization ,1,0,1,0
120081,Classics ,Latin ,1,0,1,0
120081,Interdisciplinary ,Cinema Studies ,23,15,8,0
120081,Interdisciplinary ,Gender and Women's Studies ,19,2,17,0
120081,Interdisciplinary ,Gender and Women's Studies ,1,0,1,0
120081,Physics ,Physics Teaching Option ,7,3,4,0
120081,Geology ,Environmental Geology ,1,0,1,0
120081,Geology ,Teaching of Earth Science ,4,2,2,0
120081,Geology ,Earth & Environmental Sciences ,11,6,5,0
120081,Chemical Engineering ,Biomolecular Engineering ,8,4,4,0
120081,Comparative Literature ,World Literature ,10,3,7,0
120081,Geography ,Geographic Information Science ,2,2,0,0
120081,Germanic Lang & Lit ,German and Commercial Studies ,5,3,2,0
120081,Germanic Lang & Lit ,Language and Literature ,2,1,1,0
120081,Germanic Lang & Lit ,Language Studies ,1,1,0,0
120081,Germanic Lang & Lit ,Modern German Studies ,4,2,2,0
120081,Germanic Lang & Lit ,Scandinavian Studies ,1,1,0,0
120081,French ,French Commercial Studies ,13,6,7,0
120081,French ,French Commercial Studies ,1,0,1,0
120081,French ,French Studies ,14,4,10,0
120081,Community Health ,Health Education ,141,18,123,0
120081,Community Health ,Health Planning & Admin ,235,58,177,0
120081,Community Health ,Rehab & Disability Studies ,52,6,46,0
120081,Kinesiology ,Athletic Training ,28,7,21,0
